Unnamed: 0,Actvitiy,Description,Cluster,x,y,z,SVD_1,SVD_2
215,Home Activities,"Butchering animals, small",4,0.02775450454230988,-0.009268337978427448,-0.023855547980481572,0.02775450454230988,-0.009268337978427448
216,Home Activities,"Butchering animals, large, vigorous effort",2,0.18327991718911932,-0.12712229223872354,-0.062378282941357256,0.18327991718911932,-0.12712229223872354
217,Home Activities,"Cutting and smoking fish, drying fish or meat",4,0.01579845732875337,0.020164769625271046,-0.004319563399152884,0.01579845732875337,0.020164769625271046
224,Home Activities,Feeding household animals,4,0.04768152192485722,-0.01620781533535933,-0.044331250704483745,0.04768152192485722,-0.01620781533535933
226,Home Activities,"Putting away groceries (e.g. carrying groceries, carrying packages)",4,0.043726784387286506,-0.024461588388014655,-0.029350358334303755,0.043726784387286506,-0.024461588388014655
227,Home Activities,Carrying groceries upstairs,4,0.049210739072091184,-0.0120772864804085,-0.031434422947485885,0.049210739072091184,-0.0120772864804085
228,Home Activities,Cooking Indian bread or other food on an outside stove,4,0.025719473400085426,-0.015349420469907829,-0.01529834079674831,0.025719473400085426,-0.015349420469907829
231,Home Activities,Ironing,4,-2.0260868285879558e-07,2.997183944394934e-06,-1.0763858685408875e-06,-2.0260868285879558e-07,2.997183944394934e-06
233,Home Activities,Sewing with a machine,4,0.03457613953281312,-0.0003482353243343605,-0.01635189216128863,0.03457613953281312,-0.0003482353243343605
234,Home Activities,"Laundry, fold or hang clothes, put clothes in washer or dryer, packing suitcase, washing clothes by hand,  implied standing,",1,0.06597501113764258,-0.06274444949796622,-0.03020295057416746,0.06597501113764258,-0.06274444949796622
235,Home Activities,"Laundry, fold or hang clothes, put clothes in washer or dryer, packing suitcase, washing clothes by hand,  implied standing,  light effort",1,0.1358534068729117,-0.11759062964766571,-0.06468339444049462,0.1358534068729117,-0.11759062964766571
238,Home Activities,"Laundry,  putting away clothes, gathering clothes to pack, putting away laundry, implied walking",4,0.025096635312634626,-0.028339681637533608,-0.017598764462653668,0.025096635312634626,-0.028339681637533608
239,Home Activities,"Making bed, changing linens",4,0.018325459069592917,-0.0015390194814105787,-0.01097998423960656,0.018325459069592917,-0.0015390194814105787
240,Home Activities,"Maple syruping/sugar bushing (including carrying buckets, carrying wood)",4,0.0720476362965625,-0.043560855435117604,-0.04251576577219825,0.0720476362965625,-0.043560855435117604
241,Home Activities,"Moving furniture, household items, carrying boxes",4,0.08821787819973925,-0.06450763256847686,-0.06850678838348714,0.08821787819973925,-0.06450763256847686
242,Home Activities,"Moving, lifting light loads",2,0.1226329139227978,-0.1122008148860472,-0.07553545957401032,0.1226329139227978,-0.1122008148860472
243,Home Activities,Organizing a room,4,0.0018303815604944625,-0.0004318171031733745,-0.0024559619838310544,0.0018303815604944625,-0.0004318171031733745
244,Home Activities,"Scrubbing floors, on hands and knees, scrubbing bathroom, bathtub, moderate effort",2,0.16615328027273368,-0.14329998983592127,-0.05188334465029468,0.16615328027273368,-0.14329998983592127
245,Home Activities,"Scrubbing floors, on hands and knees, scrubbing bathroom, bathtub, light effort",2,0.15106494707271495,-0.1224086640595135,-0.06566354448829739,0.15106494707271495,-0.1224086640595135
246,Home Activities,"Scrubbing floors, on hands and knees, scrubbing bathroom, bathtub, vigorous effort",2,0.14193054574140498,-0.11161193129712617,-0.03963360424273468,0.14193054574140498,-0.11161193129712617
247,Home Activities,"Sweeping garage, sidewalk, or outside house",4,0.02572896098304329,-0.016842117946157364,-0.019637776898912863,0.02572896098304329,-0.016842117946157364
248,Home Activities,"Standing, packing/unpacking boxes, occasional lifting lightweight household items, loading or unloading items into a car,",1,0.10908916236991574,-0.11639533821508538,-0.060039286514081164,0.10908916236991574,-0.11639533821508538
251,Home Activities,Watering  plants,4,0.008009031766567946,-0.008561083538597363,-0.006102329842376404,0.008009031766567946,-0.008561083538597363
252,Home Activities,Building a fire inside,4,0.007273192352737002,-0.009991184477428286,-0.00497258721037973,0.007273192352737002,-0.009991184477428286
253,Home Activities,"Moving household items upstairs, carrying boxes or furniture",4,0.08774316619845718,-0.05365048527093538,-0.06668807166489911,0.08774316619845718,-0.05365048527093538
259,Home Activities,"Walking/running, playing with child(ren), vigorous effort, only active periods",2,0.18026618778865935,-0.11181058973442909,-0.06545085185005152,0.18026618778865935,-0.11181058973442909
